iter	Logloss	Accuracy
90	0.3677020722	0.8611500701
91	0.3671992464	0.8611500701
92	0.3666329748	0.8625525947
93	0.3659256072	0.8611500701
94	0.3646189152	0.8611500701
95	0.3635725045	0.8611500701
96	0.3623249695	0.8625525947
97	0.3615727064	0.8625525947
98	0.3606141969	0.8639551192
99	0.3601127185	0.8653576438
100	0.3596580383	0.8653576438
101	0.3593633049	0.8653576438
102	0.3589695233	0.8639551192
103	0.3584618912	0.8667601683
104	0.3578816012	0.8681626928
105	0.3573903145	0.8667601683
106	0.3567979258	0.8667601683
107	0.3566058839	0.8667601683
108	0.3563043885	0.8667601683
109	0.3561675309	0.8667601683
110	0.3554006751	0.8681626928
111	0.3553999986	0.8681626928
112	0.3549376462	0.8695652174
113	0.3541717545	0.8695652174
114	0.3536936406	0.8695652174
115	0.3532679023	0.8695652174
116	0.3527516885	0.8709677419
117	0.3524026133	0.8723702665
118	0.3517760884	0.8723702665
119	0.3513455899	0.873772791
120	0.3508531473	0.873772791
121	0.3500847185	0.8751753156
122	0.3496411867	0.8751753156
123	0.3488255841	0.8751753156
124	0.3484067048	0.873772791
125	0.3482567251	0.873772791
126	0.3469272844	0.8751753156
127	0.3461035677	0.8765778401
128	0.3455450528	0.8751753156
129	0.3449737169	0.8751753156
130	0.3443256309	0.8779803647
131	0.3441150909	0.8765778401
132	0.343152833	0.8779803647
133	0.3431250817	0.8779803647
134	0.3425163611	0.8765778401
135	0.3419867137	0.8765778401
136	0.341258952	0.8765778401
137	0.3410089614	0.8765778401
138	0.3409788879	0.8779803647
139	0.3405480548	0.8793828892
140	0.3401131249	0.8779803647
141	0.3398886592	0.8779803647
142	0.3395903733	0.8779803647
143	0.3392713885	0.8779803647
144	0.3389097653	0.8779803647
145	0.3382220391	0.8793828892
146	0.337629008	0.8779803647
147	0.3374075037	0.8793828892
148	0.3365805841	0.8807854137
149	0.3365801514	0.8807854137
150	0.3359275788	0.8807854137
151	0.3356063389	0.8807854137
152	0.33548398	0.8793828892
153	0.3349274575	0.8793828892
154	0.3345101214	0.8807854137
155	0.3342725416	0.8807854137
156	0.3334427167	0.8793828892
157	0.3331941355	0.8793828892
158	0.3331229968	0.8807854137
159	0.3329492439	0.8807854137
160	0.3324859408	0.8807854137
161	0.3317688118	0.8807854137
162	0.3313214254	0.8821879383
163	0.331105113	0.8835904628
164	0.3302225814	0.8863955119
165	0.3294465262	0.8863955119
166	0.3293918284	0.8863955119
167	0.3290446232	0.8863955119
168	0.3283797045	0.8877980365
169	0.3278802161	0.889200561
170	0.3278709631	0.889200561
171	0.3278300792	0.889200561
172	0.3277373163	0.889200561
173	0.326960604	0.8877980365
174	0.3269465929	0.8877980365
175	0.3266115661	0.8877980365
176	0.3260753582	0.8863955119
177	0.3258094672	0.8877980365
178	0.325772159	0.8877980365
179	0.3257721537	0.8877980365
180	0.3255884762	0.8877980365
181	0.3255884637	0.8877980365
182	0.3248942861	0.8877980365
183	0.3243617307	0.8877980365
184	0.324349291	0.8877980365
185	0.3242863684	0.8877980365
186	0.3233284646	0.889200561
187	0.3233223337	0.8877980365
188	0.3229527594	0.889200561
189	0.3224565998	0.8877980365
190	0.321893576	0.889200561
191	0.3218858725	0.889200561
192	0.321377093	0.8920056101
193	0.321178374	0.8934081346
194	0.3209051511	0.8920056101
195	0.320579928	0.8934081346
196	0.3201976565	0.8934081346
197	0.3200486266	0.8934081346
198	0.3199385277	0.8934081346
199	0.3198180956	0.8934081346
200	0.3195326012	0.8934081346
201	0.3193959867	0.8934081346
202	0.3191693412	0.8934081346
203	0.3186687442	0.8934081346
204	0.3184765573	0.8934081346
205	0.3184696122	0.8934081346
206	0.3181826119	0.8948106592
207	0.3179256872	0.8962131837
208	0.3167256344	0.8948106592
209	0.3164047221	0.8948106592
210	0.3163317647	0.8948106592
211	0.315670915	0.8948106592
212	0.3153650237	0.8934081346
213	0.3148072611	0.8948106592
214	0.3147304145	0.8948106592
215	0.3145021016	0.8948106592
216	0.3144476929	0.8948106592
217	0.3142849754	0.8948106592
218	0.3132892382	0.8962131837
219	0.3130173713	0.8962131837
220	0.3129840127	0.8962131837
221	0.3120579467	0.8962131837
222	0.3115405176	0.8948106592
223	0.3113364735	0.8948106592
224	0.3112740896	0.8948106592
225	0.3111942748	0.8948106592
226	0.3111328296	0.8948106592
227	0.3109443769	0.8948106592
228	0.3107072321	0.8934081346
229	0.3106694599	0.8934081346
230	0.3102700896	0.8934081346
231	0.310122554	0.8934081346
232	0.3100912855	0.8934081346
233	0.3096454305	0.8948106592
234	0.3093409108	0.8962131837
235	0.3092852517	0.8962131837
236	0.3090703512	0.8948106592
237	0.3082228841	0.8976157083
238	0.3076086284	0.8962131837
239	0.3073452397	0.8962131837
240	0.3071581048	0.8962131837
241	0.3070203597	0.8962131837
242	0.3069974186	0.8962131837
243	0.3069696604	0.8962131837
244	0.3066344088	0.8962131837
245	0.306377964	0.8962131837
246	0.3057952576	0.8976157083
247	0.3055441672	0.8976157083
248	0.305513207	0.8976157083
249	0.3054453302	0.8976157083
250	0.3053285041	0.8976157083
251	0.3053043468	0.8990182328
252	0.3052844197	0.8990182328
253	0.3051400059	0.8990182328
254	0.3050591908	0.9004207574
255	0.3050362885	0.9004207574
256	0.3050141139	0.9004207574
257	0.3049779262	0.9004207574
258	0.304875155	0.9004207574
259	0.304541936	0.9004207574
260	0.3043037127	0.9004207574
261	0.3041064389	0.9004207574
262	0.3038451845	0.9004207574
263	0.303523788	0.9004207574
264	0.30336624	0.9004207574
265	0.3032030205	0.9004207574
266	0.3029286534	0.9004207574
267	0.3026526455	0.8990182328
268	0.3025541446	0.8990182328
269	0.3022114209	0.8990182328
270	0.3020455631	0.8990182328
271	0.301981518	0.8990182328
272	0.3009422773	0.8990182328
273	0.3007893675	0.8990182328
274	0.3006198667	0.8990182328
275	0.3003242569	0.8990182328
276	0.3001396912	0.8990182328
277	0.2999106609	0.8990182328
278	0.2997872669	0.8990182328
279	0.2997641642	0.8990182328
280	0.2987331103	0.9018232819
281	0.29852672	0.9032258065
282	0.298336749	0.9032258065
283	0.2982959553	0.9018232819
284	0.2978763375	0.9032258065
285	0.2976953259	0.9032258065
286	0.2973204153	0.9032258065
287	0.2969988417	0.9032258065
288	0.2969254857	0.9032258065
289	0.2958867499	0.9032258065
290	0.2958657573	0.9032258065
291	0.295789011	0.9018232819
292	0.2954608904	0.9018232819
293	0.2951804843	0.9018232819
294	0.2949348909	0.9018232819
295	0.2947619793	0.9032258065
296	0.2946229205	0.9032258065
297	0.2944082519	0.9032258065
298	0.2942589028	0.9032258065
299	0.2940119806	0.9032258065
300	0.2938416747	0.9032258065
301	0.293693602	0.9032258065
302	0.2930135868	0.9032258065
303	0.2921517054	0.9032258065
304	0.2921225615	0.9032258065
305	0.2919227553	0.9032258065
306	0.2917802135	0.9032258065
307	0.2914038469	0.9032258065
308	0.2913752457	0.9032258065
309	0.2911780915	0.9018232819
310	0.2909521409	0.9018232819
311	0.2907525869	0.9018232819
312	0.2905431364	0.9032258065
313	0.29035674	0.9018232819
314	0.2897175223	0.904628331
315	0.2894749111	0.9060308555
316	0.2893576649	0.9060308555
317	0.2891480847	0.9060308555
318	0.2890192931	0.9060308555
319	0.2888119394	0.9074333801
320	0.2881790577	0.9074333801
321	0.288159245	0.9074333801
322	0.2875643427	0.9074333801
323	0.2871379729	0.9088359046
324	0.2868211411	0.9102384292
325	0.2864497988	0.9088359046
326	0.2863635157	0.9088359046
327	0.2860644908	0.9088359046
328	0.2860442865	0.9088359046
329	0.2852625842	0.9088359046
330	0.2851393329	0.9088359046
331	0.28492116	0.9088359046
332	0.284897124	0.9088359046
333	0.2841430615	0.9074333801
334	0.2839616304	0.9074333801
335	0.283252407	0.9116409537
336	0.282967834	0.9116409537
337	0.282726749	0.9116409537
338	0.2826462156	0.9102384292
339	0.2824112323	0.9102384292
340	0.2813893882	0.9116409537
341	0.2806766452	0.9116409537
342	0.2806041187	0.9116409537
343	0.2796076117	0.9116409537
344	0.2793621793	0.9116409537
345	0.2789319838	0.9116409537
346	0.2788177492	0.9116409537
347	0.2786460809	0.9116409537
348	0.2784258631	0.9116409537
349	0.2780781843	0.9116409537
350	0.2778894513	0.9116409537
351	0.2773602392	0.9130434783
352	0.2771787161	0.9116409537
353	0.2770508754	0.9116409537
354	0.2765703805	0.9102384292
355	0.2763504388	0.9102384292
356	0.2756913502	0.9102384292
357	0.2750487381	0.9116409537
358	0.2748776618	0.9116409537
359	0.2748199508	0.9116409537
360	0.2744141046	0.9130434783
361	0.2742331965	0.9130434783
362	0.2734570566	0.9130434783
363	0.2728773741	0.9116409537
364	0.2725248713	0.9144460028
365	0.2722845133	0.9130434783
366	0.2718975094	0.9144460028
367	0.2718184948	0.9130434783
368	0.2715903901	0.9130434783
369	0.2713733892	0.9144460028
370	0.2713032434	0.9144460028
371	0.2711069628	0.9144460028
372	0.2707594954	0.9144460028
373	0.270026392	0.9144460028
374	0.2700035445	0.9144460028
375	0.2699438316	0.9144460028
376	0.2694736321	0.9144460028
377	0.2693357323	0.9144460028
378	0.2690811681	0.9158485273
379	0.2683469685	0.9172510519
380	0.268284773	0.9172510519
381	0.2677945427	0.9172510519
382	0.267039243	0.9172510519
383	0.2666959882	0.9172510519
384	0.266562147	0.9172510519
385	0.2660629826	0.9172510519
386	0.2659865194	0.9172510519
387	0.2659608226	0.9172510519
388	0.2652943973	0.9186535764
389	0.265136611	0.9186535764
390	0.2649038285	0.9186535764
391	0.2645181635	0.9186535764
392	0.2645004847	0.9186535764
393	0.2640710511	0.920056101
394	0.2639041283	0.920056101
395	0.2633940179	0.9186535764
396	0.2631785367	0.9186535764
397	0.2631585309	0.9186535764
398	0.2625279779	0.9186535764
399	0.2624667922	0.9186535764
400	0.2617629011	0.9186535764
401	0.2616920976	0.920056101
402	0.2611104249	0.9214586255
403	0.2610344491	0.9214586255
404	0.2607099519	0.9214586255
405	0.2604274985	0.920056101
406	0.2601091805	0.920056101
407	0.2599160744	0.9214586255
408	0.2597889185	0.920056101
409	0.2593983472	0.9214586255
410	0.2588277178	0.9214586255
411	0.2583832188	0.920056101
412	0.2578910681	0.920056101
413	0.2578301298	0.920056101
414	0.2575198115	0.9214586255
415	0.25726117	0.9228611501
416	0.2566157258	0.9228611501
417	0.256427408	0.9228611501
418	0.2561989712	0.9214586255
419	0.255911267	0.9214586255
420	0.2558273776	0.9214586255
421	0.2554451661	0.9228611501
422	0.2551992765	0.9228611501
423	0.254573466	0.9228611501
424	0.2544328283	0.9228611501
425	0.2542091738	0.9214586255
426	0.2539552824	0.9214586255
427	0.2535574553	0.9214586255
428	0.2521806488	0.9214586255
429	0.2521611251	0.9214586255
430	0.25186285	0.9228611501
431	0.2517868036	0.9228611501
432	0.2515459678	0.9228611501
433	0.2514517905	0.9228611501
434	0.2513699455	0.9228611501
435	0.251062704	0.9228611501
436	0.2506583245	0.9228611501
437	0.250074655	0.9242636746
438	0.2495966982	0.9242636746
439	0.2490020936	0.9256661992
440	0.2487080955	0.9256661992
441	0.2480707231	0.9256661992
442	0.2479620189	0.9256661992
443	0.2468912289	0.9256661992
444	0.2468512351	0.9270687237
445	0.2464007922	0.9270687237
446	0.2463652062	0.9256661992
447	0.2463146866	0.9256661992
448	0.2459074248	0.9256661992
449	0.2457156165	0.9256661992
450	0.244710834	0.9270687237
451	0.2446447033	0.9270687237
452	0.2443079928	0.9270687237
453	0.2442852872	0.9270687237
454	0.2440298504	0.9256661992
455	0.2434390855	0.9298737728
456	0.2434080306	0.9298737728
457	0.2431879484	0.9298737728
458	0.2430481041	0.9284712482
459	0.2428667735	0.9284712482
460	0.2423189104	0.9284712482
461	0.2421130681	0.9284712482
462	0.2411049963	0.9284712482
463	0.2410467144	0.9284712482
464	0.2409744618	0.9284712482
465	0.2406957803	0.9298737728
466	0.240262071	0.9298737728
467	0.2399121391	0.9298737728
468	0.2396432416	0.9312762973
469	0.2394489825	0.9312762973
470	0.2393909929	0.9312762973
471	0.2391826966	0.9312762973
472	0.2390118406	0.9312762973
473	0.2386461552	0.9312762973
474	0.238347683	0.9312762973
475	0.2382187979	0.9312762973
476	0.2378819206	0.9312762973
477	0.2376267084	0.9312762973
478	0.2372295069	0.9312762973
479	0.2370706453	0.9312762973
480	0.2367609142	0.9326788219
481	0.2365968824	0.9326788219
482	0.2365456325	0.9326788219
483	0.236213258	0.9326788219
484	0.236177689	0.9326788219
485	0.236005422	0.9326788219
486	0.2357554918	0.9326788219
487	0.2355506503	0.9326788219
488	0.235530247	0.9326788219
489	0.2354211023	0.9326788219
490	0.2344312512	0.9340813464
491	0.2338873059	0.9326788219
492	0.2337166071	0.9326788219
493	0.2336913643	0.9312762973
494	0.2332283011	0.9326788219
495	0.233163914	0.9340813464
496	0.2330742353	0.9340813464
497	0.2329601193	0.9340813464
498	0.2329214193	0.9340813464
499	0.2325256451	0.9326788219
500	0.2322924054	0.9326788219
501	0.2319208782	0.9312762973
502	0.2313835409	0.9326788219
503	0.2312170035	0.9326788219
504	0.2309101812	0.9326788219
505	0.2304800574	0.9326788219
506	0.2300470198	0.9326788219
507	0.2299139578	0.9326788219
508	0.2297941768	0.9340813464
509	0.2292731546	0.9340813464
510	0.2289663283	0.9340813464
511	0.2287912628	0.9340813464
512	0.2285040756	0.9340813464
513	0.2282568382	0.9340813464
514	0.2277700847	0.9340813464
515	0.2275527895	0.9326788219
516	0.2273574282	0.9340813464
517	0.2271718703	0.935483871
518	0.2270988655	0.935483871
519	0.2268579962	0.9368863955
520	0.2263500638	0.9368863955
521	0.2260994271	0.935483871
522	0.2258301514	0.9368863955
523	0.2253972297	0.9368863955
524	0.225199601	0.9368863955
525	0.2250658041	0.9368863955
526	0.2245718565	0.935483871
527	0.2245520624	0.935483871
528	0.2242186531	0.9340813464
529	0.224104251	0.9340813464
530	0.2240549221	0.935483871
531	0.2239129008	0.935483871
532	0.2236797814	0.935483871
533	0.2235357417	0.935483871
534	0.2232999333	0.935483871
535	0.223021895	0.935483871
536	0.2226329183	0.935483871
537	0.2222441309	0.9368863955
538	0.221934187	0.9368863955
539	0.2214626683	0.9368863955
540	0.2213958352	0.9368863955
541	0.2212579375	0.9368863955
542	0.2211867941	0.9368863955
543	0.2204631638	0.9368863955
544	0.2200548197	0.9368863955
545	0.2198413291	0.9368863955
546	0.2195673944	0.9382889201
547	0.2195361894	0.9382889201
548	0.2192530098	0.9382889201
549	0.2188756183	0.9382889201
550	0.2188578328	0.9382889201
551	0.2186431574	0.9382889201
552	0.2182661085	0.9382889201
553	0.217929191	0.9382889201
554	0.2177196682	0.9382889201
555	0.2176581255	0.9382889201
556	0.2175217621	0.9382889201
557	0.2174014666	0.9382889201
558	0.2172320404	0.9382889201
559	0.2169489832	0.9382889201
560	0.2168117971	0.9382889201
561	0.2165824023	0.9382889201
562	0.2164875457	0.9382889201
563	0.2158711057	0.9382889201
564	0.2153890308	0.9396914446
565	0.2151367474	0.9396914446
566	0.2149792811	0.9396914446
567	0.2144394399	0.9382889201
568	0.2142202603	0.9396914446
569	0.2140730426	0.9396914446
570	0.2139599661	0.9396914446
571	0.2136063141	0.9410939691
572	0.2133176871	0.9410939691
573	0.2133045485	0.9410939691
574	0.2131464354	0.9410939691
575	0.2127190532	0.9410939691
576	0.2126478279	0.9410939691
577	0.212623752	0.9410939691
578	0.212298874	0.9410939691
579	0.2121720449	0.9410939691
580	0.2116641335	0.9424964937
581	0.2115566916	0.9424964937
582	0.2111124972	0.9424964937
583	0.2107878078	0.9424964937
584	0.2106528806	0.9424964937
585	0.2105294251	0.9424964937
586	0.2103546496	0.9424964937
587	0.2100631933	0.9424964937
588	0.2098618811	0.9424964937
589	0.2096928351	0.9424964937
590	0.2096196132	0.9424964937
591	0.2095607003	0.9424964937
592	0.2093673689	0.9424964937
593	0.2091853831	0.9424964937
594	0.2086646265	0.9424964937
595	0.208424615	0.9424964937
596	0.208361133	0.9424964937
597	0.2080221888	0.9424964937
598	0.2077829467	0.9424964937
599	0.2077181381	0.9424964937
600	0.2073966554	0.9424964937
601	0.2070339749	0.9424964937
602	0.2069342759	0.9424964937
603	0.2065729211	0.9424964937
604	0.2064727164	0.9424964937
605	0.2061370204	0.9424964937
606	0.206024956	0.9424964937
607	0.2059631595	0.9424964937
608	0.2056183329	0.9424964937
609	0.2053880556	0.9424964937
610	0.2052978587	0.9424964937
611	0.2050505335	0.9424964937
612	0.2048607575	0.9424964937
613	0.2048500967	0.9424964937
614	0.2044924327	0.9424964937
615	0.2044497964	0.9424964937
616	0.204108462	0.9424964937
617	0.2038413275	0.9424964937
618	0.2037975653	0.9424964937
619	0.2033655403	0.9424964937
620	0.2028871279	0.9438990182
621	0.202206017	0.9438990182
622	0.2018941671	0.9424964937
623	0.2016217385	0.9424964937
624	0.2014849023	0.9424964937
625	0.2013310225	0.9424964937
626	0.2013024107	0.9424964937
627	0.2012883249	0.9424964937
628	0.2011532949	0.9424964937
629	0.200615779	0.9424964937
630	0.2000509044	0.9424964937
631	0.1998581493	0.9424964937
632	0.1996625432	0.9424964937
633	0.1995809983	0.9438990182
634	0.1989235347	0.9438990182
635	0.1987094565	0.9438990182
636	0.1986473259	0.9438990182
637	0.1985742676	0.9438990182
638	0.1981743542	0.9453015428
639	0.1980564066	0.9453015428
640	0.1979916715	0.9453015428
641	0.1978814218	0.9453015428
642	0.1974399668	0.9438990182
643	0.1971649044	0.9453015428
644	0.1970621577	0.9453015428
645	0.1965409977	0.9453015428
646	0.1964428072	0.9453015428
647	0.1962220648	0.9453015428
648	0.1961437224	0.9453015428
649	0.1959183898	0.9453015428
650	0.1956560984	0.9438990182
651	0.1952407845	0.9438990182
652	0.1950243787	0.9438990182
653	0.1948604223	0.9438990182
654	0.1948353729	0.9438990182
655	0.1947401626	0.9438990182
656	0.1947103019	0.9438990182
657	0.1945660136	0.9438990182
658	0.1944844295	0.9438990182
659	0.1943358388	0.9453015428
660	0.1942156883	0.9438990182
661	0.1939191925	0.9438990182
662	0.1937432117	0.9453015428
663	0.1936719776	0.9453015428
664	0.1932145841	0.9453015428
665	0.1928027252	0.9453015428
666	0.1927642064	0.9438990182
667	0.1927309598	0.9438990182
668	0.1927199326	0.9438990182
669	0.1923606324	0.9438990182
670	0.1922607754	0.9438990182
671	0.1917700255	0.9438990182
672	0.1915989185	0.9438990182
673	0.1913746199	0.9438990182
674	0.1913133991	0.9438990182
675	0.1912486704	0.9438990182
676	0.1911349172	0.9438990182
677	0.1908203125	0.9438990182
678	0.190787968	0.9438990182
679	0.1906093513	0.9438990182
680	0.1904053821	0.9438990182
681	0.1900678398	0.9438990182
682	0.1900175777	0.9438990182
683	0.1900130055	0.9438990182
684	0.1900078925	0.9438990182
685	0.1899202118	0.9438990182
686	0.1896226262	0.9438990182
687	0.1895115609	0.9453015428
688	0.1892356688	0.9453015428
689	0.1892146914	0.9453015428
690	0.1890202588	0.9453015428
691	0.1889477405	0.9453015428
692	0.1887993356	0.9438990182
693	0.188742174	0.9453015428
694	0.1885832742	0.9453015428
695	0.188321797	0.9438990182
696	0.1881480798	0.9453015428
697	0.1881169814	0.9438990182
698	0.1881001088	0.9438990182
699	0.1879824354	0.9467040673
700	0.1879693151	0.9467040673
701	0.187797225	0.9467040673
702	0.1875411572	0.9467040673
703	0.1873580524	0.9481065919
704	0.1869915038	0.9481065919
705	0.1868302854	0.9481065919
706	0.1868257569	0.9481065919
707	0.1867248488	0.9481065919
708	0.1865741999	0.9481065919
709	0.1865027344	0.9481065919
710	0.1861541675	0.9467040673
711	0.1858218371	0.9467040673
712	0.1857473033	0.9467040673
713	0.1855945737	0.9467040673
714	0.1852412719	0.9467040673
715	0.1849974861	0.9467040673
716	0.1848490933	0.9481065919
717	0.1845298825	0.9481065919
718	0.1843013585	0.9481065919
719	0.1839733981	0.9481065919
720	0.1839018282	0.9481065919
721	0.1838924478	0.9481065919
722	0.1837928585	0.9481065919
723	0.1834964625	0.9481065919
724	0.1831078426	0.9481065919
725	0.1828583538	0.9481065919
726	0.18246393	0.9481065919
727	0.182294467	0.9481065919
728	0.1822670811	0.9481065919
729	0.1819754149	0.9481065919
730	0.1818338067	0.9481065919
731	0.1815631548	0.9481065919
732	0.180937269	0.9481065919
733	0.18084692	0.9495091164
734	0.1808009239	0.9495091164
735	0.1804677711	0.9495091164
736	0.1800843865	0.9495091164
737	0.1799557204	0.9495091164
738	0.1798891996	0.9495091164
739	0.1796414342	0.9495091164
740	0.1795658018	0.9495091164
741	0.1795276258	0.9495091164
742	0.1794829165	0.9495091164
743	0.1794562016	0.9495091164
744	0.17941147	0.9495091164
745	0.1792211019	0.9495091164
746	0.1788698542	0.9495091164
747	0.1788364676	0.9495091164
748	0.1785801235	0.9495091164
749	0.1785716424	0.9495091164
750	0.1782449173	0.9495091164
751	0.1779930231	0.950911641
752	0.1779750496	0.9495091164
753	0.1779186811	0.9495091164
754	0.1775359265	0.9495091164
755	0.177433552	0.9495091164
756	0.1774125252	0.9495091164
757	0.1772971749	0.9495091164
758	0.1769815673	0.9495091164
759	0.1768184263	0.950911641
760	0.1766781322	0.950911641
761	0.176439006	0.950911641
762	0.1762454296	0.950911641
763	0.1759448981	0.9495091164
764	0.175809966	0.9495091164
765	0.1755497857	0.950911641
766	0.1752689558	0.950911641
767	0.175152646	0.950911641
768	0.1750010048	0.950911641
769	0.1749371187	0.950911641
770	0.174890884	0.950911641
771	0.1748264218	0.950911641
772	0.1747171403	0.950911641
773	0.1745288672	0.950911641
774	0.1744992335	0.950911641
775	0.1744060807	0.950911641
776	0.174035457	0.9523141655
777	0.1736093564	0.9523141655
778	0.1735524075	0.9523141655
779	0.1734909671	0.9523141655
780	0.1732095302	0.9523141655
781	0.1731769811	0.9523141655
782	0.1731483921	0.9523141655
783	0.1729851738	0.9523141655
784	0.1727667972	0.9523141655
785	0.172673774	0.9523141655
786	0.1723597584	0.9523141655
787	0.1723062509	0.9523141655
788	0.172017001	0.9523141655
789	0.1719382594	0.9523141655
790	0.1719105599	0.9523141655
791	0.1717648003	0.9523141655
792	0.1717472346	0.9523141655
793	0.1716151539	0.9523141655
794	0.171534283	0.9523141655
795	0.1713234851	0.9523141655
796	0.1710215859	0.9523141655
797	0.1708524026	0.9523141655
798	0.1707194457	0.9523141655
799	0.1705895238	0.9523141655
800	0.1704745885	0.9523141655
801	0.170251801	0.9523141655
802	0.1699896667	0.950911641
803	0.1698831185	0.950911641
804	0.1697874547	0.950911641
805	0.1696581925	0.950911641
806	0.1696446895	0.950911641
807	0.169438	0.950911641
808	0.1691599595	0.950911641
809	0.1689200317	0.950911641
810	0.1688157093	0.950911641
811	0.1687751756	0.950911641
812	0.1686192404	0.950911641
813	0.1684688647	0.950911641
814	0.1682309555	0.950911641
815	0.1681718732	0.950911641
816	0.1679433311	0.950911641
817	0.1676386122	0.950911641
818	0.1674972513	0.950911641
819	0.1670950146	0.950911641
820	0.1670218125	0.950911641
821	0.1668669683	0.950911641
822	0.1668189048	0.9523141655
823	0.166739486	0.9523141655
824	0.1665925661	0.9523141655
825	0.1664838528	0.9523141655
826	0.1663079757	0.95371669
827	0.1660874545	0.95371669
828	0.1658635549	0.9523141655
829	0.1658329798	0.9523141655
830	0.1655394041	0.9523141655
831	0.1654751437	0.95371669
832	0.1654340418	0.95371669
833	0.1652793871	0.95371669
834	0.1652527325	0.95371669
835	0.1651825125	0.95371669
836	0.1650274658	0.95371669
837	0.1649672788	0.95371669
838	0.1649598481	0.95371669
839	0.1647894863	0.95371669
840	0.1647490228	0.95371669
841	0.1647210164	0.9523141655
842	0.1646648087	0.95371669
843	0.1645044499	0.95371669
844	0.1644962833	0.95371669
845	0.1641883943	0.95371669
846	0.164176723	0.95371669
847	0.1641696568	0.95371669
848	0.1640685423	0.95371669
849	0.1638509384	0.95371669
850	0.1635929586	0.95371669
851	0.1635718727	0.95371669
852	0.1633800033	0.95371669
853	0.163080996	0.95371669
854	0.162814335	0.9551192146
855	0.1626727886	0.95371669
856	0.162382537	0.9551192146
857	0.162161731	0.9551192146
858	0.1619688149	0.9551192146
859	0.1616005765	0.9551192146
860	0.1614081234	0.9551192146
861	0.1611298505	0.9551192146
862	0.1610785068	0.9551192146
863	0.1609635578	0.9551192146
864	0.1605692153	0.9551192146
865	0.1603610389	0.9551192146
866	0.1603456023	0.9551192146
867	0.1603091032	0.9551192146
868	0.1601099627	0.9551192146
869	0.160078539	0.9551192146
870	0.1600706683	0.9551192146
871	0.1599015278	0.9551192146
872	0.1596244315	0.9551192146
873	0.1596179081	0.9551192146
874	0.159576326	0.9551192146
875	0.1595394765	0.9551192146
876	0.1594875883	0.9551192146
877	0.1594713233	0.9551192146
878	0.1594416288	0.9565217391
879	0.1593464341	0.9565217391
880	0.1591326137	0.9565217391
881	0.1589953091	0.9579242637
882	0.1588232553	0.9579242637
883	0.1588163767	0.9579242637
884	0.1587878377	0.9579242637
885	0.1586878455	0.9579242637
