iter	Passed	Remaining
930	24704	1830
931	24731	1804
932	24762	1778
933	24793	1751
934	24817	1725
935	24841	1698
936	24865	1671
937	24889	1645
938	24912	1618
939	24935	1591
940	24965	1565
941	24996	1539
942	25023	1512
943	25047	1485
944	25071	1459
945	25095	1432
946	25118	1405
947	25144	1379
948	25174	1352
949	25204	1326
950	25232	1300
951	25261	1273
952	25287	1247
953	25313	1220
954	25340	1194
955	25371	1167
956	25403	1141
957	25432	1115
958	25457	1088
959	25487	1061
960	25515	1035
961	25541	1008
962	25567	982
963	25600	956
964	25635	929
965	25663	903
966	25692	876
967	25719	850
968	25746	823
969	25772	797
970	25799	770
971	25831	744
972	25865	717
973	25893	691
974	25921	664
975	25945	638
976	25972	611
977	25998	584
978	26030	558
979	26064	531
980	26095	505
981	26125	478
982	26154	452
983	26182	425
984	26205	399
985	26228	372
986	26256	345
987	26289	319
988	26319	292
989	26351	266
990	26379	239
991	26405	212
992	26431	186
993	26461	159
994	26490	133
995	26518	106
996	26549	79
997	26576	53
998	26602	26
999	26629	0
