iter	Passed	Remaining
752	19968	6549
753	19994	6523
754	20025	6498
755	20056	6473
756	20082	6446
757	20108	6419
758	20133	6392
759	20161	6366
760	20186	6339
761	20216	6314
762	20249	6289
763	20279	6264
764	20307	6238
765	20335	6212
766	20360	6185
767	20384	6157
768	20412	6131
769	20441	6106
770	20475	6081
771	20506	6056
772	20533	6029
773	20557	6002
774	20581	5975
775	20605	5948
776	20629	5920
777	20655	5893
778	20686	5868
779	20715	5842
780	20740	5815
781	20764	5788
782	20787	5761
783	20811	5733
784	20834	5706
785	20862	5680
786	20894	5655
787	20920	5628
788	20947	5602
789	20971	5574
790	20995	5547
791	21019	5520
792	21042	5492
793	21067	5465
794	21096	5440
795	21128	5414
796	21155	5388
797	21179	5361
798	21203	5334
799	21227	5306
800	21251	5279
801	21279	5253
802	21312	5228
803	21343	5203
804	21371	5176
805	21397	5150
806	21426	5124
807	21452	5097
808	21479	5071
809	21509	5045
810	21538	5019
811	21567	4993
812	21596	4967
813	21623	4941
814	21650	4914
815	21677	4888
816	21704	4861
817	21732	4835
818	21761	4809
819	21790	4783
820	21816	4756
821	21840	4729
822	21864	4702
823	21893	4676
824	21920	4649
825	21948	4623
826	21979	4597
827	22012	4572
828	22041	4546
829	22066	4519
830	22095	4493
831	22121	4466
832	22147	4440
833	22175	4413
834	22205	4387
835	22233	4361
836	22257	4334
837	22282	4307
838	22306	4280
839	22330	4253
840	22354	4226
841	22378	4199
842	22406	4173
843	22438	4147
844	22470	4121
845	22498	4095
846	22525	4068
847	22553	4042
848	22580	4016
849	22608	3989
850	22638	3963
851	22670	3938
852	22696	3911
853	22723	3884
854	22748	3857
855	22772	3830
856	22796	3803
857	22823	3777
858	22853	3751
859	22884	3725
860	22911	3698
861	22937	3672
862	22963	3645
863	22990	3618
864	23013	3591
865	23040	3565
866	23069	3538
867	23103	3513
868	23129	3486
869	23152	3459
870	23176	3432
871	23200	3405
872	23227	3379
873	23255	3352
874	23286	3326
875	23319	3300
876	23348	3274
877	23374	3247
878	23401	3221
879	23429	3194
880	23455	3168
881	23485	3142
882	23516	3116
883	23543	3089
884	23569	3062
885	23595	3035
886	23620	3009
887	23647	2982
888	23675	2956
889	23706	2930
890	23735	2903
891	23759	2876
892	23782	2849
893	23805	2822
894	23828	2795
895	23851	2768
896	23874	2741
897	23904	2715
898	23935	2689
899	23963	2662
900	23989	2635
901	24012	2608
902	24036	2581
903	24059	2554
904	24083	2528
905	24114	2501
906	24147	2475
907	24173	2449
908	24201	2422
909	24227	2396
910	24253	2369
911	24279	2342
912	24308	2316
913	24339	2290
914	24368	2263
915	24394	2237
916	24420	2210
917	24448	2183
918	24474	2157
919	24500	2130
920	24528	2103
921	24556	2077
922	24585	2051
923	24609	2024
924	24635	1997
925	24662	1970
926	24688	1944
927	24716	1917
928	24744	1891
929	24779	1865
930	24811	1838
931	24839	1812
932	24862	1785
933	24887	1758
934	24913	1731
935	24938	1705
936	24966	1678
937	24997	1652
938	25025	1625
939	25050	1598
940	25073	1572
941	25097	1545
942	25120	1518
943	25148	1491
944	25175	1465
945	25210	1439
946	25243	1412
947	25271	1386
948	25299	1359
949	25327	1333
950	25352	1306
951	25378	1279
952	25409	1253
953	25441	1226
954	25467	1200
955	25490	1173
956	25514	1146
957	25537	1119
958	25560	1092
959	25583	1065
960	25607	1039
961	25635	1012
962	25666	986
963	25696	959
964	25722	932
965	25746	906
966	25769	879
967	25792	852
968	25816	825
969	25839	799
970	25867	772
971	25898	746
972	25928	719
973	25956	692
974	25982	666
975	26007	639
976	26032	612
977	26057	586
978	26088	559
979	26118	533
980	26142	506
981	26165	479
982	26188	452
983	26212	426
984	26236	399
985	26260	372
986	26289	346
987	26340	319
988	26368	293
989	26394	266
990	26421	239
991	26448	213
992	26484	186
993	26516	160
994	26546	133
995	26576	106
996	26604	80
997	26628	53
998	26651	26
999	26674	0
